Datum ;Zeit ;AT [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
27.04.2018;06:08:02;9,8;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:09:02;9,8;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:10:02;9,8;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,6;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:11:02;9,8;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:12:02;9,8;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:13:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:14:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:15:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:16:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:17:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:18:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:19:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:20:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:21:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:22:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:23:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:24:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:25:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:26:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:27:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:28:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:29:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:30:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:31:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:32:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:33:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:34:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:35:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:36:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:37:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:38:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,6;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:39:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:40:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:41:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:42:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:43:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:44:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:45:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:46:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:47:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:48:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:49:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:50:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:51:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:52:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:53:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:54:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:55:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:56:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:57:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:58:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;06:59:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:00:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:01:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:02:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:03:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:04:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:05:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:06:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:07:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:08:02;9,7;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:09:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:10:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:11:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:12:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:13:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:14:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:15:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:16:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:17:02;9,6;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:18:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:19:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:20:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:21:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:22:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:23:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:24:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:25:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:26:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:27:02;9,5;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:28:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:29:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:30:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:31:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:32:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:33:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:34:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:35:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:36:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:37:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:38:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:39:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:40:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:41:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:42:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:43:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:44:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:45:02;9,4;0;16,8;8,0;0,0;8,0;0;0;16,8;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:46:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:47:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:48:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:49:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:50:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:51:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:52:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:53:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,4;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:54:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
27.04.2018;07:55:02;9,4;0;16,7;8,0;0,0;8,0;0;0;16,7;8,0;35,0;0;16,5;8,0;0,00;0,00;0;0;44,7;110,0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;1;0;0;0;0;
